Culture,CERCID,Order,GOOD_ORIG_NC,GOOD_ORIG_TL,MATCH_GOOD,GOOD_SPEC_NC,GOOD_SPEC_TL,GOOD_SPEC_BP,BAD_ORIG_NC,BAD_ORIG_TL,MATCH_BAD,BAD_SPEC_NC,BAD_SPEC_TL,BAD_SPEC_BP
Tyva Republic,BGP026,1,sociable,sociable,Match,Sociable,Friendly,Sociable,egoistic,egoistic,Match,Egotistical,Arrogance,Egotistical
Tyva Republic,BGP026,2,follows traditions of ancestors,follows traditions of ancestors,Match,Traditions,Cultivated,Traditional,not sociable,not sociable,Match,Not Sociable,Unfriendly,Not Sociable
Tyva Republic,BGP026,3,purposeful,purposeful,Match,Purpose,Purposeful,Purposeful,uncultivated,uncultivated,Match,Slovenly,Uncultivated,Crude/Uncultivated
Tyva Republic,BGP026,4,strives for knowledge,strives for knowledge,Match,Knowledge,Cultivated,Intelligent,procrastinator,procrastinator,Match,Procrastinate,Procastinator,Procrastinator
Tyva Republic,BGP026,5,loves family,loves family,Match,Loving - Family,Loving,Loving,responsible for children and family,responsible for children and family,Match,Responsibility - Famiy/Children,Responsible,Irresponsible
Tyva Republic,BGP027,1,respectful,respectful,Match,Respect,Respectful,Respectful,takes everything too seriously/to heart,takes everything too seriously/to heart,Match,Serious,Oversensitive,Serious
Tyva Republic,BGP027,2,soft-hearted,soft-hearted,Match,Soft- Heart,Kindness,Peaceful,envious,envious,Match,Envy,Jealousy,Envious
Tyva Republic,BGP027,3,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,snobbish,snobbish,Match,Snob,Arrogance,Snobbish
Tyva Republic,BGP027,4,obedient ,obedient ,Match,Obedience,Obedience,Obedient,cruel,cruel,Match,Cruel,Cruelty,Cruel
Tyva Republic,BGP027,5,NA,NA,Match,NA,NA,NA,disingenuous,disingenuous,Match,Dishonest,Insincere,Dishonest
Tyva Republic,BGP028,1,helpful,helpful,Match,Helpful,Helpful,Helpful,difficult to get along with,difficult to get along with,Match,Difficult,Difficult person,Difficult to Get Along With
Tyva Republic,BGP028,2,respectful,respectful,Match,Respect,Respectful,Respectful,uncultivated,uncultivated,Match,Slovenly,Uncultivated,Crude/Uncultivated
Tyva Republic,BGP028,3,obedient,obedient,Match,Obedience,Obedience,Obedient,all things bad/mean,all things bad/mean,Match,Bad,Bad things,"Bad (Conscience, Behavior, Nature, Heart)"
Tyva Republic,BGP028,4,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,disingenuous,disingenuous,Match,Dishonest,Insincere,Dishonest
Tyva Republic,BGP028,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP029,1,soft/calm,soft/calm,Match,Soft ,Kindness,Peaceful,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP029,2,honest,honest,Match,Honesty,Honesty,Honest,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP029,3,good,good,Match,Good,Good behavior,"Good (Conscience, Behavior, Nature, Heart)",loquacious,loquacious,Match,Chatty,Talkative,Talkative
Tyva Republic,BGP029,4,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,foolish/silly,foolish/silly,Match,Foolish,Ignorance,Silly
Tyva Republic,BGP029,5,helpful,helpful,Match,Helpful,Helpful,Helpful,disingenuous,disingenuous,Match,Dishonest,Insincere,Dishonest
Tyva Republic,BGP030,1,self-control,self-control,Match,Self - Control,Discipline,Self-control,envious,envious,Match,Envy,Jealousy,Envious
Tyva Republic,BGP030,2,keeps to his word,keeps to his word,Match,No Lies,Honesty,Honest,mean,mean,Match,Mean,Mean,Cruel
Tyva Republic,BGP030,3,cares about family and land,cares about family and land,Match,Caring - Family,Caring,Caring,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP030,4,sociable,sociable,Match,Sociable,Friendly,Sociable,breaks promises,breaks promises,Match,Dishonest,Dishonesty,Dishonest
Tyva Republic,BGP030,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP031,1,helpful,helpful,Match,Helpful,Helpful,Helpful,regretful/always regretting the past,regretful/always regretting the past,Match,Regret,Regretful,Regretful
Tyva Republic,BGP031,2,once who tries to soften/smoothen things/calm things down,once who tries to soften/smoothen things/calm things down,Match,Moderator,Peace,Moderator,pushy,pushy,Match,Pushy,Forceful,Pushy
Tyva Republic,BGP031,3,ak setkildig/pure ,ak setkildig/pure ,Match,Pure,Pure,"Good (Conscience, Behavior, Nature, Heart)",evil,evil,Match,Evil,Bad person,Evil
Tyva Republic,BGP031,4,attentive to others,attentive to others,Match,Attentive - Others,Caring,Attentive,teeth in stomach; envious,teeth in stomach; envious,Match,Envy,Jealousy,Envious
Tyva Republic,BGP031,5,honest,honest,Match,Honesty,Honesty,Honest,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP032,1,honest,honest,Match,Honesty,Honesty,Honest,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP032,2,not drunk,not drunk,Match,No Alcohol - Drunks,No substance abuse,Drugs/Alcohol/Substance,smoking,smoking,Match,Smoking,Substance abuse,Drugs/Alcohol/Substance
Tyva Republic,BGP032,3,not smoking,not smoking,Match,No Smoking,No substance abuse,Drugs/Alcohol/Substance,drinking,drinking,Match,Alcohol - Drinking,Substance abuse,Drugs/Alcohol/Substance
Tyva Republic,BGP032,4,doesn't nag (xyilanyyr),doesn't nag (xyilanyyr),Match,No Nagging,No nagging,Not a Nag,beating,beating,Match,Violence  - Fighting,Abusive,Violent
Tyva Republic,BGP032,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP033,1,cultivated,cultivated,Match,Cultivated,Cultivated,Cultivated,stingy,stingy,Match,Stingy,Stingy,Stingy
Tyva Republic,BGP033,2,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP033,3,keeping Tuvan traditions,keeping Tuvan traditions,Match,Traditions,Cultivated,Traditional,egoistic,egoistic,Match,Egotistical,Arrogance,Egotistical
Tyva Republic,BGP033,4,little setkildig,little setkildig,Match,?,?,"Good (Conscience, Behavior, Nature, Heart)",hairy-faced (no shame),hairy-faced (no shame),Match,No Shame,Shameless,No Shame
Tyva Republic,BGP033,5,helpful,helpful,Match,Helpful,Helpful,Helpful,hard-liver (no heart),hard-liver (no heart),Match,No Heart,Cruelty,Lack of Heart
Tyva Republic,BGP034,1,modest,modest,Match,Modest,Humble,Modest,inherently bad (in blood),inherently bad (in blood),Match,People - Bad,Bad person,"Bad (Conscience, Behavior, Nature, Heart)"
Tyva Republic,BGP034,2,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,easily led astray,easily led astray,Match,Influence,Bad peer influence,Easily Influenced
Tyva Republic,BGP034,3,little setkildig,little setkildig,Match,?,?,"Good (Conscience, Behavior, Nature, Heart)",koshkak (easily influenced in a bad sense),koshkak (easily influenced in a bad sense),Match,Influence,Bad peer influence,Easily Influenced
Tyva Republic,BGP034,4,kind-hearted,kind-hearted,Match,Kind - Heart,Kindness,Kind,uncultivated,uncultivated,Match,Slovenly,Uncultivated,Crude/Uncultivated
Tyva Republic,BGP034,5,helpful,helpful,Match,Helpful,Helpful,Helpful,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP035,1,honest/faithful,honest/faithful,Match,Honesty/Religion,Honesty,Honest,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP035,2,good tempered,good tempered,Match,Temper - Good,Good temper,Temper,black setkildig,black setkildig,Match,?,?,"Bad (Conscience, Behavior, Nature, Heart)"
Tyva Republic,BGP035,3,white setkildig,white setkildig,Match,?,?,"Good (Conscience, Behavior, Nature, Heart)",envious,envious,Match,Envy,Jealousy,Envious
Tyva Republic,BGP035,4,sociable,sociable,Match,Sociable,Friendly,Sociable,disingenuous,disingenuous,Match,Dishonest,Insincere,Dishonest
Tyva Republic,BGP035,5,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,stingy,stingy,Match,Stingy,Stingy,Stingy
Tyva Republic,BGP036,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP036,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP036,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP036,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP036,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP037,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP037,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP037,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Tyva Republic,BGP038,1,clever,clever,Match,Clever,Intelligence,Intelligent,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP038,2,honest,honest,Match,Honesty,Honesty,Honest,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP038,3,"amydyralchy (future-oriented, fulfills goals, makes plans)","amydyralchy (future-oriented, fulfills goals, makes plans)",Match,Purpose,Ambitious,Purposeful,big setkildig,big setkildig,Match,?,?,"Bad (Conscience, Behavior, Nature, Heart)"
Tyva Republic,BGP038,4,little setkildig,little setkildig,Match,?,?,"Good (Conscience, Behavior, Nature, Heart)",ambitious in a bad sense,ambitious in a bad sense,Match,Opportunistic,Bad mentality,Opportunistic
Tyva Republic,BGP038,5,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,not amydyralchy,not amydyralchy,Match,?,?,Displeased
Tyva Republic,BGP039,1,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,stingy,stingy,Match,Stingy,Stingy,Stingy
Tyva Republic,BGP039,2,white setkildig,white setkildig,Match,?,?,"Good (Conscience, Behavior, Nature, Heart)",lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP039,3,helpful,helpful,Match,Helpful,Helpful,Helpful,cruel,cruel,Match,Cruel,Cruelty,Cruel
Tyva Republic,BGP039,4,trying hard,trying hard,Match,Try - Hard,Hardworking,Hard-working,avyas (,avyas (,Match,?,?,Greedy
Tyva Republic,BGP039,5,soft (tommanyg),soft (tommanyg),Match,Soft ,Kindness,Peaceful,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP040,1,polite,polite,Match,Polite,Polite,Manners,uses rude words,uses rude words,Match,Swearing,Foul language,Bad Language (Swearing)
Tyva Republic,BGP040,2,helpful,helpful,Match,Helpful,Helpful,Helpful,bully,bully,Match,Bully,Bullying,Bully
Tyva Republic,BGP040,3,not needy,not needy,Match,Not Needy,Independence,Not Needy/Selfish,drunk,drunk,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Tyva Republic,BGP040,4,smart/clever,smart/clever,Match,Intelligent,Intelligence,Intelligent,uncultivated,uncultivated,Match,Slovenly,Uncultivated,Crude/Uncultivated
Tyva Republic,BGP040,5,cultivated,cultivated,Match,Cultivated,Cultivated,Cultivated,no conscience,no conscience,Match,No Conscience,Bad person,Lacks Conscience
Tyva Republic,BGP041,1,humane,humane,Match,Humane,Compassionate,Humane,bully,bully,Match,Bully,Bullying,Bully
Tyva Republic,BGP041,2,disciplined,disciplined,Match,Discipline,Discipline,Disciplined,cold-hearted,cold-hearted,Match,Heart - Cold,Cruelty,Cold-hearted
Tyva Republic,BGP041,3,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,snobbish,snobbish,Match,Snob,Arrogance,Snobbish
Tyva Republic,BGP041,4,close relations with friends and family,close relations with friends and family,Match,Relationship - Family,Family oriented,Family,envious,envious,Match,Envy,Jealousy,Envious
Tyva Republic,BGP041,5,kind-hearted,kind-hearted,Match,Kind - Heart,Kindness,Kind,thief,thief,Match,Stealing - Thieves,Stealing,Theft
Tyva Republic,BGP042,1,obeys the rules,obeys the rules,Match,Obedience - Rule,Obedience,Obedient,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP042,2,educated,educated,Match,Education,Cultivated,Education,drunk,drunk,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Tyva Republic,BGP042,3,attentive to others,attentive to others,Match,Attentive - Others,Caring,Attentive,quarrelsome,quarrelsome,Match,Arguments,Quarrelsome,Argumentative
Tyva Republic,BGP042,4,neat/accurate,neat/accurate,Match,Neat,Cleanliness,Clean,uses rude words,uses rude words,Match,Swearing,Foul language,Bad Language (Swearing)
Tyva Republic,BGP042,5,highly moral,highly moral,Match,Morals,Righteous,Morals,dirty/untidy,dirty/untidy,Match,Dirty,Uncleanliness,Dirty
Tyva Republic,BGP043,1,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,drunk,drunk,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Tyva Republic,BGP043,2,friendly,friendly,Match,Friendly,Friendly,Friendly,uncultivated,uncultivated,Match,Slovenly,Uncultivated,Crude/Uncultivated
Tyva Republic,BGP043,3,self-confident,self-confident,Match,Confidence,Confident,Confidence,violent,violent,Match,Violence,Violence,Violent
Tyva Republic,BGP043,4,healthy,healthy,Match,Health,Healthy,Healthy,snobbish,snobbish,Match,Snob,Arrogance,Snobbish
Tyva Republic,BGP043,5,doesn't take things for granted,doesn't take things for granted,Match,Appreciation,Gratitude,Appreciation,doesn't appreciate things,doesn't appreciate things,Match,Not Appreciative ,Unappreciative,Unappreciative
Tyva Republic,BGP044,1,honest,honest,Match,Honesty,Honesty,Honest,unfaithful to family,unfaithful to family,Match,Family - Unfaithful,Unfaithful to family,Unfaithful to Family
Tyva Republic,BGP044,2,humane,humane,Match,Humane,Compassionate,Humane,not cheating other people,not cheating other people,Match,Not Cheating - People,Dishonesty,Dishonest
Tyva Republic,BGP044,3,respects roots,respects roots,Match,Respect - Roots,Respectful,Respectful,uncompromising,uncompromising,Match,Stubborn,Uncompromising,Stubborn
Tyva Republic,BGP044,4,maintains traditions,maintains traditions,Match,Traditions,Cultivated,Traditional,cunning,cunning,Match,Cunning,Cunning,Crafty/Cunning
Tyva Republic,BGP044,5,respectful,respectful,Match,Respect,Respectful,Respectful,holds grudges,holds grudges,Match,Grudge,Unforgiving,Unforgiving
Tyva Republic,BGP045,1,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP045,2,makes good decision,makes good decision,Match,Decisions - Making,Intelligence,Decisions,no purpose,no purpose,Match,No Purpose,Frivolous,Aimless
Tyva Republic,BGP045,3,trustworthy,trustworthy,Match,Trust,Trustworthy,Honest,drunk,drunk,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Tyva Republic,BGP045,4,honest,honest,Match,Honesty,Honesty,Honest,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP045,5,*,*,Match,NA,NA,NA,thief,thief,Match,Stealing - Thieves,Stealing,Theft
Tyva Republic,BGP046,1,warm-hearted,warm-hearted,Match,Kind,Kindness,Kind,disobedient,disobedient,Match,Disobedience,Disobedience,Disobedient
Tyva Republic,BGP046,2,purposeful,purposeful,Match,Purpose,Purposeful,Purposeful,undisciplined,undisciplined,Match,Not Disciplined,Uncultivated,Undisciplined
Tyva Republic,BGP046,3,focused,focused,Match,Focus,Hardworking,Focused,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP046,4,pure-hearted,pure-hearted,Match,Pure - Hearted,Good conscience,"Good (Conscience, Behavior, Nature, Heart)",lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP046,5,honest,honest,Match,Honesty,Honesty,Honest,snobbish,snobbish,Match,Snob,Arrogance,Snobbish
Tyva Republic,BGP047,1,respectiful,respectiful,Match,Respect,Respectful,Respectful,liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP047,2,helpful,helpful,Match,Helpful,Helpful,Helpful,snobbish,snobbish,Match,Snob,Arrogance,Snobbish
Tyva Republic,BGP047,3,even-tempered,even-tempered,Match,Temper - Even,Good temper,Temper,bully,bully,Match,Bully,Bullying,Bully
Tyva Republic,BGP047,4,honest,honest,Match,Honesty,Honesty,Honest,betrays people,betrays people,Match,Betrayal,Betrayal,Betrayal/Backbiting
Tyva Republic,BGP047,5,able to listen to others,able to listen to others,Match,Listening,Listening,Listens,disrespectiful,disrespectiful,Match,Disrespectful,Disrespectful,Disrespectful
Tyva Republic,BGP048,1,sociable,sociable,Match,Sociable,Friendly,Sociable,rough,rough,Match,Rough,Rough,Rough
Tyva Republic,BGP048,2,respectful,respectful,Match,Respect,Respectful,Respectful,bully,bully,Match,Bully,Bullying,Bully
Tyva Republic,BGP048,3,kind-hearted,kind-hearted,Match,Kind - Heart,Kindness,Kind,disobedient,disobedient,Match,Disobedience,Disobedience,Disobedient
Tyva Republic,BGP048,4,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,takes whatever they want,takes whatever they want,Match,Stealing,Greed,Theft
Tyva Republic,BGP048,5,even-tempered,even-tempered,Match,Temper - Even,Good temper,Temper,bad words,bad words,Match,Swearing,Foul language,Bad Language (Swearing)
Tyva Republic,BGP049,1,even-tempered,even-tempered,Match,Temper - Even,Good temper,Temper,angry,angry,Match,Anger,Anger,Angry
Tyva Republic,BGP049,2,virtuous,virtuous,Match,Virtue,Righteous,Virtue,quarrelsome,quarrelsome,Match,Arguments,Quarrelsome,Argumentative
Tyva Republic,BGP049,3,kind to people,kind to people,Match,Kind - People,Kindness,Kind,bad words,bad words,Match,Swearing,Foul language,Bad Language (Swearing)
Tyva Republic,BGP049,4,sociable,sociable,Match,Sociable,Friendly,Sociable,disrespectiful,disrespectiful,Match,Disrespectful,Disrespectful,Disrespectful
Tyva Republic,BGP049,5,helpful,helpful,Match,Helpful,Helpful,Helpful,unmerciful,unmerciful,Match,Not Merciful,Unforgiving,Unmerciful
Tyva Republic,BGP050,1,works hard to overcome challenges,works hard to overcome challenges,Match,Work - Hard,Hardworking,Hard-working,hooligan,hooligan,Match,Hooligan,Delinquent,Hooligan
Tyva Republic,BGP050,2,respectful,respectful,Match,Respect,Respectful,Respectful,cold-hearted,cold-hearted,Match,Heart - Cold,Cruelty,Cold-hearted
Tyva Republic,BGP050,3,clever,clever,Match,Clever,Intelligence,Intelligent,betrays people,betrays people,Match,Betrayal,Betrayal,Betrayal/Backbiting
Tyva Republic,BGP050,4,not a drunk,not a drunk,Match,No Alcohol - Drunks,No substance abuse,Drugs/Alcohol/Substance,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP050,5,always responds to others' needs,always responds to others' needs,Match,Helpful - Others,Compassionate,Helpful,opportunistic,opportunistic,Match,Opportunistic,Opportunistic,Opportunistic
Tyva Republic,BGP051,1,completes things,completes things,Match,Completion,Hardworking,Completion,lazy,lazy,Match,Lazy,Laziness,Lazy
Tyva Republic,BGP051,2,gentle,gentle,Match,Gentle,Gentle,Gentle,gossip,gossip,Match,Gossip,Gossipping,Gossip
Tyva Republic,BGP051,3,generous,generous,Match,Charitable,Generous,Generous/Shares,oorzhu,oorzhu,Match,?,?,Theft
Tyva Republic,BGP051,4,sociable,sociable,Match,Sociable,Friendly,Sociable,quarrelsome,quarrelsome,Match,Arguments,Quarrelsome,Argumentative
Tyva Republic,BGP051,5,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,touchy (xomudaahchyl),touchy (xomudaahchyl),Match,Touchy,Touchy,Sensitive
Tyva Republic,BGP052,1,pure-hearted,pure-hearted,Match,Pure - Hearted,Good conscience,"Good (Conscience, Behavior, Nature, Heart)",liar,liar,Match,Lies,Dishonesty,Dishonest
Tyva Republic,BGP052,2,merciful,merciful,Match,Merciful,Merciful,Merciful,thief,thief,Match,Stealing - Thieves,Stealing,Theft
Tyva Republic,BGP052,3,helpful,helpful,Match,Helpful,Helpful,Helpful,drunk,drunk,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Tyva Republic,BGP052,4,honest,honest,Match,Honesty,Honesty,Honest,murder,murder,Match,Violence - Killing,Killing,Murder
Tyva Republic,BGP052,5,faithful,faithful,Match,Faith,Faithful,Religious Faith,two-faced,two-faced,Match,Dishonest,Pretentious,Dishonest
Tyva Republic,BGP053,1,hard-working,hard-working,Match,Work - Hard,Hardworking,Hard-working,bully,bully,Match,Bully,Bullying,Bully
